Price,Area,Location,No_of_Bedrooms
5921000,920,Electronic City Phase 1,2
5498000,1150,Electronic City Phase 1,2
6015000,1060,Electronic City Phase 1,2
5545000,1170,Electronic City Phase 1,2
6600000,1070,Electronic City Phase 1,2
4840000,1080,Electronic City Phase 1,2
5921000,920,Electronic City Phase 1,2
5498000,1150,Electronic City Phase 1,2
6015000,1060,Electronic City Phase 1,2
5545000,1170,Electronic City Phase 1,2
6950000,1070,Electronic City Phase 1,2
4635000,1131,Electronic City Phase 1,2
3759000,1128,Electronic City Phase 1,2
6000000,1030,Electronic City Phase 1,2
8081999,1030,Electronic City Phase 1,2
7731999,1135,Electronic City Phase 1,2
8400000,1131,Electronic City Phase 1,2
3888000,1131,Electronic City Phase 1,2
3869000,1030,Electronic City Phase 1,2
2745000,1250,Electronic City Phase 1,2
33000000,660,Electronic City Phase 1,1
7000000,715,Electronic City Phase 1,1
8500000,910,Electronic City Phase 1,2
2745000,1555,Electronic City Phase 1,3
3045000,1248,Electronic City Phase 1,2
3100000,1250,Electronic City Phase 1,2
4184000,1120,Electronic City Phase 1,2
4078000,1430,Electronic City Phase 1,3
5698000,965,Electronic City Phase 1,2
4510000,1500,Electronic City Phase 1,3
4989000,1065,Electronic City Phase 1,2
3100000,1248,Electronic City Phase 1,2
6743000,1420,Electronic City Phase 1,3
3172000,990,Electronic City Phase 1,2
2500000,660,Electronic City Phase 1,1
3046000,715,Electronic City Phase 1,1
3859000,1155,Electronic City Phase 1,2
2848000,1250,Electronic City Phase 1,2
3869000,1720,Electronic City Phase 1,3
5883000,1555,Electronic City Phase 1,3
4864000,1250,Electronic City Phase 1,2
4645000,1720,Electronic City Phase 1,3
7840000,1655,Electronic City Phase 1,3
2310000,1360,Electronic City Phase 1,3
5580000,1025,Electronic City Phase 1,2
23000000,1070,Electronic City Phase 1,2
11000000,1500,Electronic City Phase 1,3
8039000,1720,Electronic City Phase 1,3
2899000,1155,Electronic City Phase 1,2
10800000,1217,Electronic City Phase 1,2
7498999,875,Electronic City Phase 1,2
8634000,1250,Electronic City Phase 1,2
6587000,1575,Electronic City Phase 1,3
7797000,1275,Electronic City Phase 1,2
9091000,1310,Electronic City Phase 1,2
6151000,1404,Electronic City Phase 2,2
4781000,1310,Electronic City Phase 2,3
8218000,1505,Electronic City Phase 2,3
5045000,1370,Electronic City Phase 2,3
4362000,1175,Electronic City Phase 2,2
5500000,1500,Electronic City Phase 2,3
4565000,1233,Electronic City Phase 2,2
4000000,1100,Electronic City Phase 2,2
4800000,1300,Electronic City Phase 2,3
4485000,1210,Electronic City Phase 2,2
4011999,1075,Electronic City Phase 2,2
4520000,1220,Electronic City Phase 2,2
4292000,1155,Electronic City Phase 2,2
4730000,1280,Electronic City Phase 2,3
4975000,1350,Electronic City Phase 2,3
4905000,1330,Electronic City Phase 2,3
4222000,1135,Electronic City Phase 2,2
3995000,1070,Electronic City Phase 2,2
8218000,1505,Electronic City Phase 2,3
8370999,1535,Electronic City Phase 2,3
8039000,1470,Electronic City Phase 2,3
5868000,1045,Electronic City Phase 2,2
6021000,1075,Electronic City Phase 2,2
7194000,1290,Electronic City Phase 2,2
7581000,1380,Electronic City Phase 2,2
8137000,1465,Electronic City Phase 2,3
6331000,1447,Electronic City Phase 2,3
9730000,2219,Electronic City Phase 2,3
6641000,1525,Electronic City Phase 2,3
7520999,1727,Electronic City Phase 2,3
5739000,1300,Electronic City Phase 2,2
6667000,1531,Electronic City Phase 2,3
23100000,3245,Electronic City Phase 2,4
13700000,2150,Electronic City Phase 2,4
11000000,1590,Electronic City Phase 2,3
10300000,1500,Electronic City Phase 2,3
9500000,1415,Electronic City Phase 2,2
3897999,1068,Electronic City Phase 2,2
2876000,788,Electronic City Phase 2,2
2620000,718,Electronic City Phase 2,2
3668000,1005,Electronic City Phase 2,2
2876000,788,Electronic City Phase 2,2
2620000,718,Electronic City Phase 2,2
3668000,1005,Electronic City Phase 2,2
4861000,1332,Electronic City Phase 2,3
8218000,1505,Electronic City Phase 2,3
8370999,1535,Electronic City Phase 2,3
8039000,1470,Electronic City Phase 2,3
5868000,1045,Electronic City Phase 2,2
6021000,1075,Electronic City Phase 2,2
7194000,1290,Electronic City Phase 2,2
7581000,1380,Electronic City Phase 2,2
8137000,1465,Electronic City Phase 2,3
3420000,1140,Electronic City Phase 2,2
2820000,940,Electronic City Phase 2,2
3960000,1320,Electronic City Phase 2,3
3479999,1160,Electronic City Phase 2,2
2880000,960,Electronic City Phase 2,2
3180000,1060,Electronic City Phase 2,2
4800000,1310,Electronic City Phase 2,3
8370999,1535,Electronic City Phase 2,3
8039000,1470,Electronic City Phase 2,3
5868000,1045,Electronic City Phase 2,2
6021000,1075,Electronic City Phase 2,2
7194000,1290,Electronic City Phase 2,2
7581000,1380,Electronic City Phase 2,2
8137000,1465,Electronic City Phase 2,3
8700000,1535,Electronic City Phase 2,3
6400000,1110,Electronic City Phase 2,2
7959999,1290,Electronic City Phase 2,2
7975000,1505,Electronic City Phase 2,3
7625000,1535,Electronic City Phase 2,3
5760000,1465,Electronic City Phase 2,3
6884999,1075,Electronic City Phase 2,2
6331000,1290,Electronic City Phase 2,3
15700000,1045,Electronic City Phase 2,2
6200000,1000,Electronic City Phase 2,1
4000000,1075,Electronic City Phase 2,2
6200000,1075,Electronic City Phase 2,2
6200000,1075,Electronic City Phase 2,2
7400000,1075,Electronic City Phase 2,2
6100000,1290,Electronic City Phase 2,3
2400000,1045,Electronic City Phase 2,2
4100000,1290,Electronic City Phase 2,3
10600000,1650,Electronic City Phase 2,3
8700000,1650,Electronic City Phase 2,3
10600000,1605,Electronic City Phase 2,3
12400000,1640,Electronic City Phase 2,3
10400000,1940,Electronic City Phase 2,3
10300000,1610,Electronic City Phase 2,3
14200000,1590,Electronic City Phase 2,3
9117000,2225,Electronic City Phase 2,4
13700000,1395,Electronic City Phase 2,3
10600000,2150,Electronic City Phase 2,4
11500000,1650,Electronic City Phase 2,3
10900000,1790,Electronic City Phase 2,3
16399999,1700,Electronic City Phase 2,3
5652000,1465,Electronic City Phase 2,3
3186000,1035,Electronic City Phase 2,2
8370999,1505,Electronic City Phase 2,3
8039000,1535,Electronic City Phase 2,3
5868000,1470,Electronic City Phase 2,3
6021000,1045,Electronic City Phase 2,2
7194000,1075,Electronic City Phase 2,2
7581000,1290,Electronic City Phase 2,2
8137000,1380,Electronic City Phase 2,2
7500000,1465,Electronic City Phase 2,3
10300000,1590,Electronic City Phase 2,3
10400000,1590,Electronic City Phase 2,3
10600000,1605,Electronic City Phase 2,3
10400000,1640,Electronic City Phase 2,3
12400000,1605,Electronic City Phase 2,3
10600000,1940,Electronic City Phase 2,3
12400000,1640,Electronic City Phase 2,3
10400000,1940,Electronic City Phase 2,3
10400000,1610,Electronic City Phase 2,3
11500000,1610,Electronic City Phase 2,3
11500000,1790,Electronic City Phase 2,3
14200000,1790,Electronic City Phase 2,3
14200000,2225,Electronic City Phase 2,4
9117000,2225,Electronic City Phase 2,4
9117000,1395,Electronic City Phase 2,3
13700000,1395,Electronic City Phase 2,3
4400000,2150,Electronic City Phase 2,4
6700000,1650,Electronic City Phase 2,3
14000000,1205,Electronic City Phase 2,2
7080000,1521,Electronic City Phase 2,3
7100000,1491,Electronic City Phase 2,3
20000000,1518,Electronic City Phase 2,3
9579000,1501,Electronic City Phase 2,3
17700000,3245,Electronic City Phase 2,4
10900000,2870,Electronic City Phase 2,4
9894000,2225,Electronic City Phase 2,4
9129000,2150,Electronic City Phase 2,4
8670000,1940,Electronic City Phase 2,3
11299999,1790,Electronic City Phase 2,3
10900000,1700,Electronic City Phase 2,3
9894000,2225,Electronic City Phase 2,4
9129000,2150,Electronic City Phase 2,4
15000000,1940,Electronic City Phase 2,3
9567000,1790,Electronic City Phase 2,3
9245000,3510,Electronic City Phase 2,4
7697000,2225,Electronic City Phase 2,4
8342000,2150,Electronic City Phase 2,4
8134000,1790,Electronic City Phase 2,3
6145000,1940,Electronic City Phase 2,3
8134000,1595,Electronic City Phase 2,3
6145000,1205,Electronic City Phase 2,2
8568000,1595,Electronic City Phase 2,3
15800000,1205,Electronic City Phase 2,2
15000000,1680,Electronic City Phase 2,3
14600000,3115,Electronic City Phase 2,4
15900000,2950,Electronic City Phase 2,4
15800000,2870,Electronic City Phase 2,4
15000000,3125,Electronic City Phase 2,4
14600000,3115,Electronic City Phase 2,4
11299999,2950,Electronic City Phase 2,4
10900000,2870,Electronic City Phase 2,4
9894000,2225,Electronic City Phase 2,4
9129000,2150,Electronic City Phase 2,4
8670000,1940,Electronic City Phase 2,3
11299999,1790,Electronic City Phase 2,3
10900000,1700,Electronic City Phase 2,3
9894000,2225,Electronic City Phase 2,4
9129000,2150,Electronic City Phase 2,4
15000000,1940,Electronic City Phase 2,3
9567000,1790,Electronic City Phase 2,3
9245000,3510,Electronic City Phase 2,4
7697000,2225,Electronic City Phase 2,4
8342000,2150,Electronic City Phase 2,4
8134000,1790,Electronic City Phase 2,3
6145000,1940,Electronic City Phase 2,3
8134000,1595,Electronic City Phase 2,3
6145000,1205,Electronic City Phase 2,2
8568000,1595,Electronic City Phase 2,3
8415000,1205,Electronic City Phase 2,2
8364000,1680,Electronic City Phase 2,3
8211000,1650,Electronic City Phase 2,3
8184999,1640,Electronic City Phase 2,3
8109000,1610,Electronic City Phase 2,3
7216000,1605,Electronic City Phase 2,3
6018000,1590,Electronic City Phase 2,3
8568000,1415,Electronic City Phase 2,3
8415000,1180,Electronic City Phase 2,2
8364000,1680,Electronic City Phase 2,3
8211000,1650,Electronic City Phase 2,3
8184999,1640,Electronic City Phase 2,3
8109000,1610,Electronic City Phase 2,3
7216000,1605,Electronic City Phase 2,3
7114000,1590,Electronic City Phase 2,3
7114000,1415,Electronic City Phase 2,3
7309999,1395,Electronic City Phase 2,3
5998000,1395,Electronic City Phase 2,3
6018000,1700,Electronic City Phase 2,3
5916000,1395,Electronic City Phase 2,3
3213000,1180,Electronic City Phase 2,2
5916000,1160,Electronic City Phase 2,2
3213000,630,Electronic City Phase 2,1
4988000,1160,Electronic City Phase 2,2
2709000,630,Electronic City Phase 2,1
7675000,1160,Electronic City Phase 2,2
8670000,630,Electronic City Phase 2,1
18600000,1700,Electronic City Phase 2,3
22400000,3245,Electronic City Phase 2,4
12100000,2820,Electronic City Phase 2,4
6091000,2820,Electronic City Phase 2,4
7040000,2820,Electronic City Phase 2,4
12100000,2820,Electronic City Phase 2,4
7114000,2820,Electronic City Phase 2,4
7114000,2820,Electronic City Phase 2,4
6069000,1395,Electronic City Phase 2,2
8550000,1395,Electronic City Phase 2,2
4600000,1190,Electronic City Phase 2,2
2848000,1075,Electronic City Phase 2,2
5222000,1505,Electronic City Phase 2,3
5000000,1470,Electronic City Phase 2,3
59000000,1045,Electronic City Phase 2,2
24500000,1075,Electronic City Phase 2,2
2922000,1465,Electronic City Phase 2,3
4363000,1140,Electronic City Phase 2,2
8500000,940,Electronic City Phase 2,2
9595000,1320,Electronic City Phase 2,3
4772000,1160,Electronic City Phase 2,2
11700000,960,Electronic City Phase 2,2
7648999,1060,Electronic City Phase 2,2
3869000,1675,Electronic City Phase 2,3
13799999,1670,Electronic City Phase 2,3
17900000,1675,Electronic City Phase 2,3
10700000,1630,Electronic City Phase 2,3
7487000,1230,Electronic City Phase 2,2
4304000,1630,Electronic City Phase 2,3
2100000,1477,Electronic City Phase 2,3
3859000,1005,Electronic City Phase I,2
4000000,1005,Electronics City,2
4000000,1005,Electronics City,2
5050000,1260,Electronics City,2
3735000,920,Electronics City,1
3735000,920,Electronics City,1
5050000,1260,Electronics City,3
3734000,920,Electronics City,2
4099000,1015,Electronics City,2
2900000,1075,Electronics City,2
4900000,1000,Electronics City,2
7498999,1030,Electronics City,2
6528000,1020,Electronics City,2
7500000,2585,EPIP Zone,3
26000000,1717,Frazer Town,3
10500000,1100,Frazer Town,2
9500000,4850,Frazer Town,4
21500000,4850,Frazer Town,4
3950000,2797,Frazer Town,3
6950000,2775,Frazer Town,3
40500000,1989,Frazer Town,3
2800000,2400,Frazer Town,3
4133000,3525,Geddalahalli,4
7028000,1440,Gottigere,3
6148000,1245,Gottigere,2
7344000,1510,Gottigere,3
6419000,1305,Gottigere,2
5584000,1120,Gottigere,2
6374000,1295,Gottigere,3
6058000,1225,Gottigere,2
6983000,1430,Gottigere,3
6396000,1300,Gottigere,2
7163000,1470,Gottigere,3
6283000,1275,Gottigere,2
6893000,1410,Gottigere,3
5674000,1140,Gottigere,2
6915000,1415,Gottigere,3
7095999,1455,Gottigere,3
7389000,1520,Gottigere,3
6216000,1260,Gottigere,2
7412000,1525,Gottigere,3
5606000,1125,Gottigere,2
6193000,1255,Gottigere,2
5651000,1135,Gottigere,2
9050000,1709,Gottigere,3
7000000,1330,Gottigere,2
9050000,1709,Gottigere,3
6800000,1299,Gottigere,2
3217000,1154,Gottigere,2
3217000,1154,Gottigere,2
3217000,1154,Gottigere,2
5500000,1154,Gottigere,2
4700000,950,Gottigere,2
4700000,950,Gottigere,2
3700000,1200,Gottigere,2
9500000,1360,Gottigere,3
6800000,2200,Gottigere,4
19800000,1500,Gottigere,3
16000000,1200,Gottigere,2
5750000,995,Gottigere,2
4133000,1500,Gubbalala Main Road,3
6879000,1180,Gunjur Balagere Road,2
5229000,1115,HAL,2
3800000,1070,Hallehalli,2
8081999,1150,Hallehalli,2
12900000,905,Hallehalli,2
2899000,995,Hallehalli,2
19500000,2597,Harlur,4
18500000,2569,Harlur,4
9500000,1270,Harlur,2
12500000,1550,Harlur,3
12000000,1550,Harlur,3
10400000,1460,Harlur,3
13500000,1830,Harlur,3
8216000,1467,Harlur,2
11600000,2067,Harlur,3
10100000,1808,Harlur,3
8864000,1085,Harlur,3
8019000,1050,Harlur,3
7706000,1376,Harlur,2
12300000,2202,Harlur,3
5719000,1271,Harlur,2
5719000,1271,Harlur,2
40000000,2942,Harlur,4
25000000,2368,Harlur,4
20000000,1946,Harlur,3
17700000,1752,Harlur,3
14400000,1483,Harlur,2
5719000,1271,Harlur,2
7242000,1541,Harlur,3
6509000,1385,Harlur,2
6819000,1451,Harlur,3
6669000,1419,Harlur,3
5701000,1213,Harlur,2
5964000,1269,Harlur,2
5503000,1171,Harlur,2
5625000,1197,Harlur,2
9200000,1270,Harlur,2
13200000,1880,Harlur,3
10400000,1460,Harlur,3
10600000,1460,Harlur,3
8863000,1220,Harlur,2
9500000,1060,Harlur,2
9810000,1264,Harlur,3
5229000,910,Harlur,2
5503000,1269,Harlur,2
5625000,1171,Harlur,2
5329000,1197,Harlur,2
5780000,486,Harlur,1
5143000,891,Harlur,2
8672000,1213,Harlur,3
5229000,910,Harlur,2
18500000,2597,Harlur,4
12500000,2569,Harlur,4
8672000,1620,Harlur,3
14000000,1235,Harlur,2
22200000,3265,Harlur,4
7631999,3210,Harlur,4
5000000,1875,Harlur,3
12100000,695,Harlur,1
10200000,1760,Harlur,3
8441000,1470,Harlur,2
11200000,1200,Harlur,2
6000000,1630,Harlur,3
13799999,2805,Harlur,4
3465000,1370,Harlur,3
4158000,825,Harlur,1
4704000,990,Harlur,2
6000000,1120,Harlur,2
8672000,1620,Harlur,3
11700000,1235,Harlur,2
5000000,1875,Harlur,3
12100000,695,Harlur,1
10200000,1760,Harlur,3
8441000,1470,Harlur,2
11200000,1200,Harlur,2
10100000,1630,Harlur,3
9300000,2176,Harlur,3
8863000,1485,Harlur,3
22200000,1225,Harlur,2
12900000,3210,Harlur,4
8896000,1830,Harlur,3
22599999,1230,Harlur,2
12800000,3265,Harlur,4
9098000,1810,Harlur,3
10400000,1260,Harlur,2
9165000,1460,Harlur,3
6900000,1270,Harlur,2
10700000,2805,Harlur,4
13200000,1510,Harlur,3
13000000,1880,Harlur,3
10800000,1850,Harlur,3
5000000,1520,Harlur,3
72100000,2569,Harlur,4
25400000,2805,Harlur,4
26200000,1510,Harlur,3
26000000,3490,Harlur,4
17500000,1243,Harlur,2
29000000,1425,Harlur,3
17500000,1243,Harlur,2
29000000,1425,Harlur,3
6909999,545,Harlur,1
14400000,2990,Harlur,4
13600000,2650,Harlur,4
9000000,1303,Harlur,2
10900000,3565,Harlur,4
8190000,1760,Harlur,3
11399999,3600,Harlur,5
15500000,3600,Harlur,5
11399999,1760,Harlur,3
2300000,2805,Harlur,4
3859000,3565,Harlur,4
22300000,1620,Harlur,3
8863000,1235,Harlur,2
8896000,1235,Harlur,2
9098000,1225,Harlur,2
10400000,3210,Harlur,4
9165000,1830,Harlur,3
2899000,1230,Harlur,2
7800000,3265,Harlur,4
18500000,1810,Harlur,3
2899000,1260,Harlur,2
23500000,1460,Harlur,3
10300000,1270,Harlur,2
20700000,1056,Harlur,2
3869000,1250,Harlur,2
3869000,1760,Harlur,3
8000000,1331,Harlur,2
9722000,1806,Harlur,3
4500000,2805,Harlur,4
13300000,1200,Harlur,2
13200000,1630,Harlur,3
40400000,1875,Harlur,3
33100000,695,Harlur,1
33600000,1760,Harlur,3
32000000,1470,Harlur,2
19500000,1200,Harlur,2
10700000,1630,Harlur,3
8306000,2805,Harlur,4
18500000,1510,Harlur,3
9486000,1880,Harlur,3
14500000,1850,Harlur,3
4500000,1250,HBR Layout,2
7600000,2300,HBR Layout,4
11800000,1045,HBR Layout,2
7077000,1053,HBR Layout,2
7053000,1048,HBR Layout,2
6768000,1050,HBR Layout,2
2536000,770,HBR Layout,1
4054000,1060,HBR Layout,2
12000000,1055,HBR Layout,2
3613000,760,HBR Layout,1
4240000,765,HBR Layout,1
3335000,763,HBR Layout,1
2900000,1215,HBR Layout 4th Block,2
51000000,3500,Hebbal,3
66900000,4600,Hebbal,4
170600000,8331,Hebbal,5
182300000,8902,Hebbal,5
74300000,5112,Hebbal,5
60100000,6500,Hebbal,4
36000000,3900,Hebbal,4
36000000,3895,Hebbal,4
52200000,5654,Hebbal,4
50800000,5500,Hebbal,4
64000000,4400,Hebbal,4
61100000,4200,Hebbal,3
198600000,9700,Hebbal,5
53400000,3670,Hebbal,3
202700000,9900,Hebbal,5
170000000,8300,Hebbal,5
157700000,7700,Hebbal,4
56700000,3897,Hebbal,3
13600000,1939,Hebbal,3
11399999,1628,Hebbal,3
11800000,1687,Hebbal,3
12000000,1712,Hebbal,3
12700000,1812,Hebbal,3
13400000,1911,Hebbal,3
38900000,3870,Hebbal,4
37000000,3729,Hebbal,4
31000000,2927,Hebbal,3
15700000,1800,Hebbal,3
14100000,1682,Hebbal,3
14500000,1800,Hebbal,3
14100000,1682,Hebbal,3
10200000,1309,Hebbal,2
16500000,2000,Hebbal,3
28000000,2700,Hebbal,2
30299999,3800,Hebbal,4
7600000,3335,Hebbal,4
12700000,1670,Hebbal,3
6220000,1682,Hebbal,3
21000000,2600,Hebbal,3
7800000,4150,Hebbal,3
3779999,1290,Hebbal,2
3779999,1290,Hebbal,2
6800000,3860,Hebbal,4
5100000,3450,Hebbal,3
24000000,3860,Hebbal,4
6800000,3450,Hebbal,3
5100000,3100,Hebbal,3
24000000,3860,Hebbal,4
5600000,3450,Hebbal,3
12100000,3100,Hebbal,3
4800000,4450,Hebbal,4
4300000,3714,Hebbal,3
40100000,2440,Hebbal,3
15000000,2975,Hebbal,3
4600000,3125,Hebbal,3
7450000,2850,Hebbal,3
7840000,4800,Hebbal,5
4054000,3895,Hebbal,4
23500000,3900,Hebbal,4
4700000,1520,Hebbal,3
9359000,1520,Hebbal,3
3260000,7541,Hebbal,5
3100000,3449,Hebbal,3
4600000,1480,Hebbal,3
3484000,1450,Hebbal,2
4100000,1417,Hebbal,2
15000000,1129,Hebbal,2
12900000,720,Hebbal,1
3800000,1914,Hebbal,3
5544000,1096,Hebbal,2
3232000,1294,Hebbal,2
3217000,1096,Hebbal,2
5750000,2500,Hebbal,3
7500000,2028,Hebbal,3
6015000,1294,Hebbal,2
8900000,8500,Hebbal,5
7250000,1060,hebbal kempapura,2
4320000,2162,Hegde Nagar,3
17600000,1010,Hennagara,2
4550000,1010,Hennagara,2
16000000,785,Hennagara,1
6025000,1060,Hennagara Main Road,2
5782000,735,Hennagara Main Road,1
10500000,1561,Hennur,3
9800000,1450,Hennur,3
8100000,1180,Hennur,2
8100000,1180,Hennur,2
5972000,1471,Hennur,2
16299999,2088,Hennur,3
8629000,2574,Hennur,3
13000000,1359,Hennur,2
13799999,2061,Hennur,3
5556000,2187,Hennur,3
7326000,1250,Hennur,2
14000000,1251,Hennur,2
6000000,1422,Hennur,3
6000000,1422,Hennur,3
7800000,1422,Hennur,3
6011000,1419,Hennur,3
7000000,1419,Hennur,3
9405000,1137,Hennur,2
5200000,1250,Hennur,2
3888000,1250,Hennur,2
5703000,1135,Hennur,2
9400000,1208,Hennur,2
6534999,1418,Hennur,3
5000000,1006,Hennur,2
9000000,1200,Hennur,2
6017000,1266,Hennur,2
4900000,1417,Hennur,2
9400000,1204,Hennur,2
3704999,1005,Hennur,2
4318000,1143,Hennur,2
11399999,1205,Hennur,2
8000000,1143,Hennur,3
7509999,1131,Hennur,2
4300000,550,Hennur,1
9796000,551,Hennur,1
7798999,1039,Hennur,1
13400000,1304,Hennur,2
3864000,1180,Hennur,2
6528000,2061,Hennur,3
4505000,2061,Hennur,3
6015000,1820,Hennur,3
5750000,1815,Hennur,3
7498999,1805,Hennur,3
6174000,1800,Hennur,3
4100000,1170,Hennur Main Road,3
6528000,1550,Hennur Main Road,3
3030000,1400,Hennur Main Road,3
8400000,1380,Hennur Road,3
2848000,1185,Hennur Road,2
3083000,1460,Hennur Road,3
7000000,1095,Hennur Road,2
3900000,1482,Hennur Road,3
2900000,1482,Hennur Road,3
3900000,1185,Hennur Road,2
19800000,1482,Hennur Road,3
18300000,1482,Hennur Road,3
6403000,1482,Hennur Road,3
3180000,1090,Hennur Road,2
4260000,1482,Hennur Road,3
68100000,1482,Hennur Road,3
8126000,1482,Hennur Road,3
7367000,1482,Hennur Road,3
7545999,1482,Hennur Road,3
9298000,1482,Hennur Road,3
6797000,1220,Horamavu,2
6797000,1220,Horamavu,2
6797000,1220,Horamavu,2
4545000,1045,Horamavu,2
4700000,1125,Horamavu,2
4545000,1045,Horamavu,2
9319000,1629,Horamavu,3
6892000,1237,Horamavu,2
8763000,1538,Horamavu,3
8957000,1573,Horamavu,3
6581000,1181,Horamavu,2
9640000,1687,Horamavu,3
6664000,1196,Horamavu,2
6631000,1190,Horamavu,2
10000000,1766,Horamavu,3
9879000,1730,Horamavu,3
8529000,1532,Horamavu,3
4815000,1107,Horamavu,2
4880000,1122,Horamavu,2
5050000,1161,Horamavu,2
4619000,1062,Horamavu,2
4785000,1100,Horamavu,2
4972000,1143,Horamavu,2
4737000,1089,Horamavu,2
4854000,1116,Horamavu,2
4100000,1100,Horamavu,2
4880000,1122,Horamavu,2
4854000,1116,Horamavu,2
4815000,1107,Horamavu,2
5050000,1161,Horamavu,2
4619000,1062,Horamavu,2
4785000,1100,Horamavu,2
4972000,1143,Horamavu,2
4737000,1089,Horamavu,2
5100000,1140,Horamavu,2
4371000,930,Horamavu,1
4371000,930,Horamavu,1
4888000,1040,Horamavu,1
4582000,975,Horamavu,2
4371000,930,Horamavu,1
4888000,1040,Horamavu,1
4582000,975,Horamavu,2
4831000,1028,Horamavu,2
4845000,1031,Horamavu,2
4855000,1033,Horamavu,2
5200000,1407,Horamavu,1
4000000,1114,Horamavu,2
5605000,1093,Horamavu,2
5810000,1102,Horamavu,2
4400000,1102,Horamavu,2
6011000,1092,Horamavu,2
5300000,1100,Horamavu,2
5300000,1315,Horamavu,3
6400000,1315,Horamavu,3
3870000,1080,Horamavu,2
4032000,1075,Horamavu,2
3779999,1120,Horamavu,2
4572000,1050,Horamavu,2
4212000,1270,Horamavu,2
4320000,1170,Horamavu,2
5008000,1200,Horamavu,2
5179000,1050,Horamavu,2
6300000,1314,Horamavu,3
5000000,1068,Horamavu,2
6016000,1066,Horamavu,2
9410000,919,Horamavu,2
7150000,921,Horamavu,2
5700000,918,Horamavu,2
5600000,1065,Horamavu,2
6767000,1067,Horamavu,2
6200000,917,Horamavu,2
4500000,916,Horamavu,2
8900000,971,Horamavu,2
6356000,915,Horamavu,2
7843000,1075,Horamavu,2
3864000,910,Horamavu,2
6000000,912,Horamavu,2
4400000,913,Horamavu,2
5500000,911,Horamavu,2
5009000,1154,Horamavu,2
9518000,1036,Horamavu,2
4297000,1676,Horamavu,3
3150000,1035,Horamavu,1
4350000,1606,Horamavu,2
8006000,1035,Horamavu,1
9498000,1039,Horamavu,1
4806000,1154,Horamavu,2
4806000,1154,Horamavu,2
4806000,1154,Horamavu,2
5009000,1154,Horamavu,2
4100000,1080,Horamavu,2
6483000,1170,Horamavu,2
120000000,1075,Horamavu,2
5475000,1075,Horamavu,2
17500000,1200,Horamavu,2
5045000,1300,Horamavu,2
4958000,1300,Horamavu,2
3779999,1215,Horamavu,2
5224000,1079,Horamavu,2
3850000,1115,Horamavu,2
3100000,1280,Horamavu Banjara Lyout,2
6200000,1065,Horamavu Banjara Lyout,2
17300000,1285,Horamavu Banjara Lyout,2
9458000,1726,Hosa Road,3
9453000,1725,Hosa Road,3
9000000,1541,Hosa Road,3
11399999,1597,Hosa Road,3
10800000,1514,Hosa Road,3
10200000,1431,Hosa Road,2
9800000,1365,Hosa Road,2
9458000,1726,Hosa Road,3
10100000,1470,Hosa Road,3
10800000,1575,Hosa Road,3
9446000,1360,Hosa Road,2
11700000,1715,Hosa Road,3
8306999,1184,Hosa Road,2
4883000,655,Hosa Road,1
11500000,1680,Hosa Road,3
8378000,1195,Hosa Road,2
5951000,820,Hosa Road,1
7329000,1470,Hosa Road,3
4076000,1575,Hosa Road,3
11700000,1360,Hosa Road,2
9118000,1715,Hosa Road,3
8958000,1184,Hosa Road,2
7703000,655,Hosa Road,1
8378000,1680,Hosa Road,3
5951000,1195,Hosa Road,2
8216000,820,Hosa Road,1
19500000,1170,Hosa Road,2
14600000,1715,Hosa Road,3
5951000,1195,Hosa Road,2
8216000,820,Hosa Road,1
12800000,1170,Hosa Road,2
10800000,1470,Hosa Road,3
9446000,1575,Hosa Road,3
8306999,1360,Hosa Road,2
4883000,1184,Hosa Road,2
6731000,655,Hosa Road,1
26400000,1725,Hosa Road,3
3429000,1170,Hosa Road,2
3267000,1575,Hosa Road,3
2288000,1575,Hosa Road,3
4800000,1220,Hosa Road,3
6554000,1040,Hosa Road Electronic City,2
7959999,1065,Hosa Road Electronic City,2
9200000,1005,Hosa Road Electronic City,2
8033000,1060,Hosa Road Electronic City,2
24000000,1220,Hosa Road Junction,3
16500000,1065,Hosa Road Junction,2
18500000,1015,Hosa Road Junction,2
3200000,1060,Hosa Road Junction,2
3030000,1060,Hosa Road Junction,2
15000000,1145,Hosakerehalli,2
8000000,1145,Hosakerehalli,2
11000000,1223,Hoskote,2
36900000,1223,Hoskote,2
12000000,1223,Hoskote,2
9800000,1030,Hosur Main Road,2
6900000,1220,Hosur Main Road,2
13100000,1002,Hosur Main Road,2
5578000,1065,Hosur Main Road,2
6169000,1253,HSR Layout,3
24900000,427,HSR Layout,1
12300000,1746,HSR Layout,4
20600000,810,HSR Layout,2
8025000,1433,HSR Layout,3
5702000,1340,HSR Layout,2
27799999,1695,HSR Layout,3
18000000,1240,HSR Layout,3
21500000,2976,Hulimavu,3
21300000,2916,Hulimavu,3
16200000,2254,Hulimavu,3
16000000,2212,Hulimavu,3
16000000,2212,Hulimavu,3
28800000,3963,Hulimavu,4
28500000,3891,Hulimavu,4
28100000,3832,Hulimavu,4
21500000,2893,Hulimavu,4
21500000,2893,Hulimavu,4
21000000,2825,Hulimavu,4
22000000,3044,Hulimavu,3
28100000,3832,Hulimavu,4
21500000,2893,Hulimavu,4
18600000,3595,Hulimavu,4
20400000,6355,Hulimavu,5
23400000,6330,Hulimavu,4
10600000,2200,Hulimavu,3
